ItemName,original_type,original_subtype,frequency
專用替換吸管(3入組) - 199元,居家生活,日用品,2
魔法果味環 1袋(8入)-荔枝 - 299元,居家生活,日用品,2
採購工作衝突問題與危機對策實例,服務、票券,課程,2
採購工作衝突問題與危機對策實例 X1 共3420,服務、票券,課程,2
採購工作衝突問題與危機對策實例 - 達開班標準 - 確定開課,服務、票券,課程,2
採購工作衝突問題與危機對策實例 - 達開班標準 - 確定開課 X1 共3600,服務、票券,課程,2
魔法風雲會商品一批 2600 元 x,其他大類,其他,2
魔法風雲會商品一批 1000 元 x,其他大類,其他,2
魔法顯瘦-5公斤青春百搭牛仔褲-5K 1470 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤雙釦點綴喇叭褲-5K 1660 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤雙釦鬆緊褲頭牛仔褲- 1380 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤雙釦鬆緊褲頭牛仔褲- 1370 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤雙釦彈性褲頭牛仔褲- 1930 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤雙釦彈性褲頭牛仔褲- 1375 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤細微刷破點綴牛仔褲- 1490 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤漾色鉛筆短褲-5KG 1060 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤極纖細牛仔褲1111 1560 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤完美必備牛仔褲-5K 1520 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤好搭磨白牛仔褲-5K 1660 元 x,服飾,休閒運動服飾,2
魔法顯瘦-5公斤基本款磨白牛仔褲-5 1440 元 x,服飾,休閒運動服飾,2
魔法酵素2.0【3盒組】贈代言人selina周邊產品,健康保健,保健食品,2
魔法酵素2.0【10包/袋】,健康保健,保健食品,2
採購應如何確認買價的合理性–價格與成本分析技巧與實務 - 已達開班標準 - 確定開課,其他大類,其他,2
採購應如何確認買價的合理性–價格與成本分析技巧與實務 - 已達開班標準 - 確定開課 X1 共3600,其他大類,其他,2
