ItemName,original_type,original_subtype,frequency
小姐不熙娣推薦-FUTURE.H 絕世好美 買一送一 x 2|1798FUTURE.H絕世好美 送5日體驗包 x 2|0,美妝保養,化妝品,2
小姊姊質感羊毛外套 (棕),服飾,外套,2
小姊姊綁帶坑條罩衫 (杏),服飾,休閒運動服飾,2
小姊姊漂亮露肩襯衫 (藍),服飾,T恤,2
12/24限定【PP石墨烯】二代未來褲-聖誕紅-石墨烯未來褲(聖誕紅)*1件x1=TWD990.0,服飾,其他服飾,2
12/25選擇權買賣力道指標(VIP專屬) 3000 新台幣 x,3C與筆電,軟體,2
12/25聖誕節直播,娛樂、收藏,玉石,2
12/25深入了解選擇權、權利金的隱藏多空含意 1500 新台幣 x,書籍及雜誌期刊,商業理財書籍,2
12/25「聖誕餐桌下午15:00、晚間18:00」 12/25(18:00)2人C1~C3窗邊座位 1777 元 x,服務、票券,餐券,2
12/25「聖誕餐桌下午15:00、晚間18:00」 12/25(15:00)2人C1~C3窗邊座位 1777 元 x,服務、票券,餐券,2
小太陽專業調理冰沙機TM767可調速,娛樂、收藏,紀念品,2
小太陽冰沙機杯組圓杯TM2000cc 不含蓋,居家生活,日用品,2
小天秤翻頁鐘（白） 1980 元 x,居家生活,居家裝飾,2
小天才 ... 5800 元 x,3C與筆電,軟體,2
小天使環保升降課桌椅,居家生活,家具,2
12/26 限時搶購-【皇室羽毛工房】Hotel Life 70% 羽絨枕 (一對),居家生活,居家香氛,2
EP-12橡膠眼罩 350 元 x,包包/配件/精品,眼鏡,2
紅利 -42 元 x,包包/配件/精品,眼鏡,2
EOTECH HHS-VI套裝(EXPS3-2內紅點快瞄鏡 + G43 STS三倍鏡),相機、攝影與周邊,相機攝影週邊商品,2
12/26寄出 【炙燒 蘋果花】（含運）,食品,生鮮食品,2
12/26出貨 蝶型頭枕款 1199 元,居家生活,傢具,2
小壁爐一個,居家生活,居家香氛,2
小壁爐1個,居家生活,居家香氛,2
小墨曆|2023書法水墨學習日曆,其他大類,其他,2
小墨器｜書寫用具組,居家生活,文具,2
小墨器輕量版,居家生活,文具,2
Ａ級黑格毛邊紙,居家生活,文具,2
小塔組禮盒,食品,蛋糕,2
小堯_手機商品攝影入門班,相機、攝影與周邊,其他攝影服務,2
EP-17橡膠眼罩 740 元 x,居家生活,居家香氛,2
EP-16加大橡膠眼罩 990 元 x,包包/配件/精品,眼鏡,2
紅利 -237 元 x,包包/配件/精品,眼鏡,2
小型融燭燈-金色,居家生活,居家香氛,2
小型曜黑無邊框玻璃門雙溫葡萄酒櫃,居家生活,居安防護,2
DIVIN超細纖維多功能清潔擦拭布,居家生活,居安防護,2
小型成犬無穀配方狗飼料 | 愛肯拿 ACANA--規格6KG 2280 元 x,寵物,寵物用品,2
12/27(六)兔子小小飼育員半日營-國小梯 *,服務、票券,禮券,2
12/27(三)感染控制,其他大類,其他,2
12/26程式交易工具- TC for TradingView 8000 新台幣 x,3C與筆電,軟體,2
小型兩用保溫保冷手袋 （內袋＋外袋）,居家生活,餐廚,2
小型|升級單口布套|知足常熱-遠紅外線加熱 原木桑拿桶|２年保固|免費換新不維修【MOLIJIA 魔力家】BY010078,娛樂、收藏,電影動漫周邊,2
🧾 商品享 7 天鑑賞猶豫期，非試用期 (試用品除外) 🚚 退換貨｜提供免費到府收件與送回服務，免出門自寄 🚫 以商品銷售頁說明為準。,娛樂、收藏,電影動漫周邊,2
M185 感應充電式 電動旋轉牙刷【MOLIJIA魔力家】,其他大類,其他,2
小團班客製化課程,服務、票券,課程,2
小團主專屬組合(500G榛果巧克力+500G黑巧覆盆莓+綜合莓果),食品,零食,2
"小團主團購 『下單滿$1,000即贈燕麥棒2支 』(口味隨機)",食品,零食,2
小圓鑽 - 14K包金雙鍊手鍊,包包/配件/精品,飾品,2
小圓釦鏤空綁帶領上衣,服飾,T恤,2
小圓滿鑽 (粉鑽),包包/配件/精品,珠寶鑽石,2
小圓後背包,包包/配件/精品,背包,2
小喵專屬 AG抗糖小肌蛋晚安面膜5顆盒 急救晚安面膜 贈保濕露1ml活膚乳1ml,相機、攝影與周邊,監視設備,2
小喵 x Okhee 組合系列／有了更完美組 1650 元 x,美妝保養,化妝品,2
Okhee 刷具單支-底妝／okhee 粉底刷_,美妝保養,化妝品,2
PIV05(預購) 434 元 x,美妝保養,化妝品,2
小唐卡-藥師佛,家電影音,生活家電,2
小吸血鬼,服飾,T恤,2
紅三叉(短),服飾,T恤,2
小吉他劇場 十月第1週,娛樂、收藏,娃娃,2
小吉他劇場 九月第2週,娛樂、收藏,娃娃,2
小吉他劇場 七月第4週,娛樂、收藏,娃娃,2
小吉他劇場 七月第4周,娛樂、收藏,娃娃,2
小吉他劇場 七月第3周,娛樂、收藏,娃娃,2
小吉他劇場 七月第2周,娛樂、收藏,娃娃,2
EP7 商用英文簡報提案 | 超流暢 ! 道地美式報告技巧,書籍及雜誌期刊,商業理財書籍,2
EP58 明線下抽繩工裝口袋褲 藍 1403 元 x,服飾,休閒運動服飾,2
小吃部(帽T)Hamburger T-Shirt Shop／灰L 690 元 x,服飾,外套短褲,2
母鯊大(大學T)Hamburger T-shirt shop／卡其L 590 元 x,服飾,外套短褲,2
12/28 AI小聚＋新書《用AI打造素人影響力》（商品詳情有書籍介紹）,家電影音,影音平台,2
小原栞(Kohara Shiori) 77 新台幣 x,其他大類,其他,2
小原栞(Kohara Shiori) 750 新台幣 x,其他大類,其他,2
小原栞(Kohara Shiori) 75 新台幣 x,美妝保養,化妝品,2
小原栞(Kohara Shiori) 700 新台幣 x,金融服務,其他金融服務,2
小原栞(Kohara Shiori) 600 新台幣 x,金融服務,其他金融服務,2
小原栞(Kohara Shiori) 520 新台幣 x,服飾,其他服飾,2
小原栞(Kohara Shiori) 330 新台幣 x,其他大類,其他,2
小原栞(Kohara Shiori) 3000 新台幣 x,金融服務,其他金融服務,2
小原栞(Kohara Shiori) 2000 新台幣 x,其他大類,其他,2
12/28(日)1100-1200圓滾可愛-刺蝟 *,嬰幼童與母親,嬰幼童食品,2
12/28(六)14:30-15:30-台北場『鱷魚~妹妹』近距離互動課 *,服務、票券,課程,2
12/28寄出 【檸檬 卡薩梅爾】（含運）,食品,甜點,2
12/28 寄出 【炙燒 蘋果花】（含運）,食品,甜點,2
小千金絨毛背心S 846 元,服飾,Polo衫,2
彈性牛仔褲深藍2號(12m) 690 元,服飾,Polo衫,2
小包裝超嫩切塊雞腿肉100g 15包,食品,生鮮食品,2
小包袖縮腰縲縈針織上衣 1184 新台幣 x,服飾,針織,2
小包福利組｜小綠*3+小藍*3+小黃*,包包/配件/精品,手提包,2
小勇士 五月 月費 入隊費,裝潢與建築,石油及石油周邊,2
12/29 原住民族文化敏感度及能力課程(線上同步課程)..等課程,服務、票券,禮券,2
12/29~1/1限時組合【皇室羽毛工房】Hotel Life 羽絨被 - 五星の享受,居家生活,居家香氛,2
12/29(日)1100-1200圓滾可愛-刺蝟 *,寵物,寵物服飾,2
小刺繡罩衫襯衫,服飾,T恤,2
小刺繡休閒無袖洋裝 × 1,服飾,毛衣,2
小分子褐藻醣膠 (7盒入) 2480NTD x1#,健康保健,保健食品,2
12/30(六) A班 澎湃年菜～獅子頭+花雕雞+魷魚螺肉蒜 / 蔡萬利老師／231230A(六) 09:30~12:30 A班 澎湃年菜～獅子頭+花雕雞+魷魚螺肉蒜 1800 元 x,服務、票券,課程,2
12/30 15:00 全票 150 元 x,服務、票券,門票,2
12/30 13:30 全票 150 元 x,服務、票券,門票,2
大比目魚扁鱈魚片120g 食用仍需留意細刺,嬰幼童與母親,嬰幼童食品,2
帶皮龍膽石斑魚片120g 食用仍需留意細刺,嬰幼童與母親,嬰幼童食品,2
