ItemName,original_type,original_subtype,frequency
IENA 多層次荷葉邊上衣5275007白淺黃色,服務、票券,其他活動,2
WANDELI 高蛋1000ml 990 元,居家生活,樂齡居家,2
WANDELI 積雪單一價 1100 元,娛樂、收藏,模型,2
WAN1000儲值金,鞋類,運動鞋,2
WALKSTAR FINESTRIPE WEBBING TOE-POST SANDALS經典復刻LOGO夾腳涼鞋−薰衣草紫,鞋類,休閒鞋,2
WALK 小魷魚 自帶線PD快充行動電源(預購，預計12/11發貨)-粉色,手機平板與周邊,行動電源,2
WAKAMOTO 若元 胃腸錠 10 595 元 x,健康保健,保健食品,2
WAEKURA-雷恩提耳環 Earrings Léontille - Vert,包包/配件/精品,飾品,2
WAEKURA-莉雅戒指 Ring Lya,包包/配件/精品,珠寶鑽石,2
WAEKURA-羅勒綠寶石戒指 Ring Basilic - Verte,包包/配件/精品,珠寶鑽石,2
IENA 方領橫條繡花上衣4281010丈青色,服飾,T恤,2
WAEKURA-日落聖馬丁 Sunset during the canal Saint-Martin,其他大類,其他,2
WAEKURA-復古花叢飾品收納盒 Mini travel kit - Dolce Vita,包包/配件/精品,飾品,2
WAEKURA-席耶納手鍊 Bracelet Siena,包包/配件/精品,飾品,2
WAEKURA-太子妃戒指 Dauphine Ring,包包/配件/精品,珠寶鑽石,2
WAEKURA-凡妮莎耳環 Earrings Vanessa,包包/配件/精品,飾品,2
WAEKURA-克勞蒂亞耳環 Earrings Claudia - Bleu,包包/配件/精品,飾品,2
WACOOKIES 曲奇,食品,蛋糕,2
WA126葡萄酒保冰套(沉靜黑),居家生活,居家香氛,2
W9雙人加大加購下墊腳10公分,居家生活,居家香氛,2
IENA 異素材剪接V領外套4273006白粉色,服飾,外套,2
IENA 浪漫透膚洋裝附腰帶4274001深藍米白色,服飾,洋裝,2
IENA 極細緻手感紗裙4272013黑卡其淺藍色,服飾,裙子,2
W800保險桿 W800引擎保桿 W800保桿 W650保桿 W650保險桿／保桿(電鍍) 2250 元 x,成人專區,情趣用品,2
AU771成長椅 藍色1張,嬰幼童與母親,嬰幼童家具,2
AU771B 藍色單椅一張,居家生活,家具,2
W7好眠系列單人加大床墊加購同尺寸弓字型下墊,居家生活,床,2
"W7 YOURZ 長版風衣羊毛大衣 100純羊毛 - F, 伯爵灰",服飾,外套,2
IENA 蝴蝶印花T恤上衣5291001黑米白花灰粉淺藍色,服務、票券,其他活動,2
IENA 蕾絲拼接上衣5275010白淺藍色,服飾,外套,2
IENA 絨毛拼接非毛料外套4233010米咖色,服飾,外套,2
IENA 組織變化寬鬆針織上衣4250006粉白色,服飾,針織,2
AU8002N-1A C4 1495 NT$ x,3C與筆電,電腦零組件,2
AU8002N-1A C1 1490 NT$ x,其他大類,其他,2
AU8001N-1A C3 837 NT$ x,3C與筆電,電腦零組件,2
W66✈正韓空運(獨家訂製款) 純手工製羊毛系列100% Wool hand made 韓國東大門 韓製 雙排扣羊毛大衣,服飾,外套,2
W648_WL系列-水蠟皮長夾,包包/配件/精品,皮夾,2
"W6 YOURZ。經典短版風衣款羊毛大衣 (混兔絨) - F, 冷棕",服飾,外套,2
W5D7GKGBL 葉瓊慧,其他大類,其他,2
W573 暈染平口背心（咖）,服飾,休閒運動服飾,2
W573 暈染平口背心（藍）,服飾,休閒運動服飾,2
W369 黃金比例油-6瓶,美妝保養,化妝品,2
AU8003N-1A C2 2033 NT$ x,3C與筆電,電腦零組件,2
W369 黃金比例油-12瓶,美妝保養,化妝品,2
W3.8 ROPE – MULTI-USE WIDE ROPE 多功能營繩 WR-A38X5-BWR-01,戶外/旅行,戶外休閒運動,2
W2元氣系列雙人特大床墊加購下墊,居家生活,床,2
W2TEST1:100元,3C與筆電,電腦零組件,2
IENA 質感荷葉挖洞上衣4235003卡其色,服飾,T恤,2
"W2 YOURZ。大領片長版羊毛大衣 (混羊絨) - F, 奶油黃",服飾,外套,2
AU8005N-1A C1 1495 NT$ x,3C與筆電,電腦零組件,2
W16 奶乖大小姐氛圍毛絨連帽大衣,服飾,外套,2
W121PX2302012104胡程鈞,其他大類,其他,2
W121PN2305163724陳筱君,其他大類,其他,2
W121GD2401291464楊添福,服飾,其他服飾,2
W121FA2304216465黃韻文,其他大類,其他,2
W121ED2304195679鄒乘乘,其他大類,其他,2
W1$D0M T33TH - 有with,其他大類,其他,2
W011-日本天然稻草灰(藁灰)/天然ワラ灰(Rice Straw Ash)-1kg(零售),裝潢與建築,化學用品及周邊物品,2
IENA 雙11網路獨家款太空棉V領印花上衣4261002灰深藍卡其色,服飾,T恤,2
W003-合成栗皮灰-1kg(零售),裝潢與建築,化學用品及周邊物品,2
AU8007N-3A C3 1645 NT$ x,3C與筆電,電腦零組件,2
W.wear,鞋類,涼拖鞋,2
訂單編號：2511032576 1690 TWD x,鞋類,涼拖鞋,2
訂單編號：2511032567 1090 TWD x,鞋類,涼拖鞋,2
W.T. 淡香精 50ml,美妝保養,美甲,2
W.31 星穹鐵道-流夢軼聞【點燃星海】價值8260元,娛樂、收藏,玉石,2
W.29 絕區零-六分紀事【新艾利都】價值 NT.6400 元,娛樂、收藏,電影動漫周邊,2
W.24 僕のエロアカデミア + 浠副刊【英雄套組 + 數位典藏版】原價,電玩遊戲,休閒娛樂,2
W.23 原神/成長紀行 + Shylily副刊【心景幻成套組】原價,電玩遊戲,角色扮演,2
W-繽紛霓虹吸管,居家生活,居家香氛,2
W-KING D20 200W大音量 雙無線麥克風藍芽喇叭 戶外卡拉OK 藍芽音響 重低音喇叭,3C與筆電,喇叭,2
IENA 領結感直條紋圓領上衣4275002白色,服飾,T恤,2
W-218H-8BV,包包/配件/精品,手錶,2
W-218H-3BV,包包/配件/精品,手錶,2
W-218H-1BV,包包/配件/精品,手錶,2
W&K 植萃賦活髮油*2瓶,美妝保養,美髮護理,2
W or die Hoodie／GreyS 1250 元 x,鞋類,運動鞋,2
W or die Hoodie／BlackS 1250 元 x,鞋類,運動鞋,2
W Storage 收納盤 (L),居家生活,收納,2
AU801 成長椅 藍色單椅1張,嬰幼童與母親,嬰幼童家具,2
V馬克杯(淡粉紅),居家生活,杯子,2
V領開釦荷葉蛋糕短洋裝/三色,服飾,洋裝,2
V領開釦反摺袖水洗布綁帶洋裝/三色,服飾,洋裝,2
V領長袖Bodysuit - S,服飾,內睡衣,2
V領長袖Bodysuit - L,服飾,T恤,2
V領針織開襟衫,服飾,外套,2
V領針織開襟外套 × 1,服飾,內睡衣,2
V領針織拼接襯衫上衣 × 1,服飾,襯衫,2
V領設計長袖襯衫 - FC156,服飾,T恤,2
V領蕾絲拼接碎花雪紡洋裝/兩色,服飾,洋裝,2
V領荷葉格紋傘擺娃娃上衣,服飾,休閒運動服飾,2
V領荷葉上衣 420 元 x,服飾,T恤,2
V領織帶剪接短袖T X,服飾,T恤,2
V領綁帶洋裝,服飾,洋裝,2
V領簍空幾何蕾絲綁帶洋裝/四色,服飾,洋裝,2
V領短袖運動內衣,服飾,休閒運動服飾,2
IF-HY-001 Staria 怠速熄火啟停自動關閉器 480 元 x,汽機車零件百貨,汽車百貨,2
V領條紋短袖上衣 199 元 x,服務、票券,其他活動,2
V領撞色拼接傘擺長洋裝,服飾,洋裝,2
V領撞色壓摺附綁帶洋裝/三色,服飾,洋裝,2
V領排釦修身洋裝(附背心)除外2筆,服飾,洋裝,2
V領拼接網紗縮腰綁帶洋裝/三色,服飾,T恤,2
V領抽皺長袖上衣 380 元 x,服飾,T恤,2
V領弧底Tee 女版,服飾,T恤,2
V領字母開衩反摺袖洋裝/四色,服飾,洋裝,2
V領坑條針織長洋裝 1380 新台幣 x,服飾,T恤,2
V領坑條針織長洋裝 1242 新台幣 x,服飾,T恤,2
IFA課程,服務、票券,禮券,2
IFA英國國際芳療師證照課 報名費 10000 元 x,服務、票券,禮券,2
IFA國際芳香照護師證照員工,服務、票券,課程,2
IFA國際芳香照護師5堂/35小時 - 114/01/07、01/21、 02/04、02/18、03/25 38000 元,服務、票券,課程,2
AU903成長椅 粉色1套,居家生活,家具,2
V領優雅蕾絲袖上衣(白),服飾,T恤,2
V領側開岔針織上衣,服飾,針織,2
後鬆緊毛呢格子裙,服飾,針織,2
V領亞麻連身褲 [二色可選],服飾,休閒運動服飾,2
鬆緊腰A字長裙 880 元 x,服飾,多件式套裝,2
V油刷(閃亮黃),美妝保養,化妝品,2
V字織帶瑜珈五分褲,服飾,休閒運動服飾,2
IFP6504E-AE 65吋 4K 互動式電子白板搭配 FMC-07 移動式螢幕推車組合,3C與筆電,電腦周邊配件,2
極簡霧面扭結金屬。夾式耳環,包包/配件/精品,飾品,2
V型微電流美容儀 商品購買,美妝保養,美容工具,2
VÄXTER 月曆,娛樂、收藏,收藏,2
Vurbo.ai - 進階版 30天授權,3C與筆電,軟體,2
Vue3 高效入門與實踐 【尚未開賣】、Nuxt3 高效入門全攻略,書籍及雜誌期刊,電腦資訊書籍,2
AUDI A3 8Y 後雨刷 (2021~) 12吋-(【矽膠】後雨刷 1隻) 400 新台幣 x,汽機車零件百貨,汽車零件,2
Vp吸血鬼【 防水盾】iPhone 13系列全新防水殼IP68 軍規防摔+深度3公尺潛水1小時,手機平板與周邊,手機保護殼,2
Vp吸血鬼【 X9 magsafe磁吸支架防水盾】iPhone 13系列/12系列 全新磁吸防水殼IP68 軍規防摔+深度3公尺潛水1小時,手機平板與周邊,手機周邊配件,2
Vortex Multix TKL 80% 機械式鍵盤 Winter 佳達隆軸 熱插拔,3C與筆電,電腦周邊配件,2
Vortex Multix TKL 80% 機械式鍵盤 Autumn 佳達隆軸 熱插拔,3C與筆電,電腦周邊配件,2
