ItemName,original_type,original_subtype,frequency
星城Online點數777點,電玩遊戲,休閒娛樂,4
星城Online點數980點,電玩遊戲,休閒娛樂,4
蜜蜂故事館消費 2119 元 x,服務、票券,門票,4
蜜蜂故事館消費 2140 元 x,服務、票券,餐券,4
達文西線上咖啡展｜單品咖啡豆限量三入套組,食品,沖泡品,4
VOCA 旗艦商務耳機 年末特惠祭 超值組,手機平板與周邊,耳機,4
星城Online點數4900點,電玩遊戲,休閒娛樂,4
星城Online點數299點,電玩遊戲,休閒娛樂,4
2025-10-16 FE1252025 教育訓練費 3000 元 x,居家生活,餐廚,4
2025-10-17 ITG1112025 教育訓練費 3000 元 x,居家生活,餐廚,4
星城Online點數520點,電玩遊戲,休閒娛樂,4
達新牌打摺男褲(冬)2152,服飾,襯衫,4
達智成長配方罐裝X8罐 送 手提畫板平板 5040元,嬰幼童與母親,嬰幼童食品,4
#富貴有餘招手貓(高26CM) 3280 $ x,寵物,寵物用品,4
達真教練專業培訓,服務、票券,課程,4
星城Online點數388點,電玩遊戲,休閒娛樂,4
星城Online點數3900點,電玩遊戲,休閒娛樂,4
"VNT黑2XL*1, VNT藍2XL",鞋類,涼拖鞋,4
"VNT黑3XL*1, VNT藍3XL",鞋類,涼拖鞋,4
2025-09-01 BS0062025 教育訓練費 56000 元 x,居家生活,餐廚,4
星城Online點數206點,電玩遊戲,休閒娛樂,4
星城Online點數3100點,電玩遊戲,休閒娛樂,4
星城Online點數340點,電玩遊戲,休閒娛樂,4
星城Online點數370點,電玩遊戲,休閒娛樂,4
2025-09-12 ITG1902025 教育訓練費 3000 元 x,居家生活,餐廚,4
2025-09-25 ITG1612025 教育訓練費 3000 元 x,居家生活,餐廚,4
烏魚子即食一口吃,食品,海鮮,4
烏魚子室內乳膠拖鞋 (紅),鞋類,休閒鞋,4
烏魚子室內乳膠拖鞋 (藍),鞋類,休閒鞋,4
星城Online點數2588點,電玩遊戲,休閒娛樂,4
星城Online點數2700點,電玩遊戲,休閒娛樂,4
商品總金額 12909 TWD x,其他大類,其他,4
2025-09-01 BS0062025 教育訓練費 50400 元 x,居家生活,餐廚,4
星城Online點數225點,電玩遊戲,休閒娛樂,4
星城Online點數186點,電玩遊戲,休閒娛樂,4
VJR 110 350 元 x,其他大類,其他,4
VITA 短洋裝 4380 新台幣 x,服飾,T恤,4
VITOS® VPower阻力帶 - 藍色Medium,運動/健身,運動健身能量補給,4
VITOS® 充氣平衡墊 - 灰色,其他大類,其他,4
達陣輕易豐盛全系列課程,服務、票券,課程,4
遙控 X 攝影：休伯特的戶外空拍運鏡指南,相機、攝影與周邊,其他攝影服務,4
遙控水陸兩用氣動船 僅1梯 3200 元 x,服務、票券,課程,4
VITOS® 阻力繩 十一件組,其他大類,其他,4
VIVIENNE WESTWOOD 方巾 黑白土星,包包/配件/精品,圍巾,4
星城Online點數161點,電玩遊戲,休閒娛樂,4
【3罐】晶亮醇強化型葉黃素飲946ml(百香果風味),健康保健,保健食品,4
【3袋入】日本昭和塩可頌,食品,零食,4
星城Online點數136點,電玩遊戲,休閒娛樂,4
2025-08-04 BS0032025 教育訓練費 50400 元 x,居家生活,餐廚,4
2025-08-04 BS0062025 教育訓練費 47600 元 x,居家生活,餐廚,4
2025-08-04 BS0062025 教育訓練費 50400 元 x,居家生活,餐廚,4
達陣第二階蛻變之旅－擁有點石成金、相信事成的顯化能力 - 高雄場12/12-14,服務、票券,禮券,4
遠傳立即儲_超4代30天上網（698）,手機平板與周邊,儲值卡,4
【3盒組】牛軋巧酥,食品,零食,4
【3盒限時66折】黑松青汁酵素益生菌(30入),健康保健,保健食品,4
商品總金額 12964 TWD x,其他大類,其他,4
VIP預購-4,3C與筆電,電腦零組件,4
遠傳繳費單_5G_60天上網門號卡,手機平板與周邊,儲值卡,4
星城Online點數114點,電玩遊戲,休閒娛樂,4
星城Online點數149點,電玩遊戲,休閒娛樂,4
烏魚子禮盒200g±10g單片裝 x 1 小計 1200 元,食品,海鮮,4
烏魚子禮盒200g±10g單片裝 x 3 小計 3600 元,食品,海鮮,4
"蜜網瓜團購款 7-10入 (10公斤) - 7入, 元宵(二月中)",食品,蔬果,4
(E)保養自由配(x2),美妝保養,化妝品,4
商品總金額 12973 TWD x,其他大類,其他,4
商品總金額 12975 TWD x,其他大類,其他,4
2025-06-02 BS0062025 教育訓練費 39200 元 x,居家生活,餐廚,4
