ItemName,original_type,original_subtype,frequency
商品總金額 10019 TWD x,其他大類,其他,2
2025/08/13 八斗子站到深澳站 15:00 發車 150 元 x,服務、票券,門票,2
2025/08/12 深澳站到八斗子站 18:30 發車 125 元 x,服務、票券,門票,2
2025/08/12 八斗子站到深澳站 17:00 發車 125 元 x,服務、票券,門票,2
2025/08/12 深澳站到八斗子站 17:30 發車 125 元 x,服務、票券,門票,2
2025/08/12 八斗子站到深澳站 16:00 發車 125 元 x,服務、票券,門票,2
商品總金額 10017 TWD x,其他大類,其他,2
商品總金額 10014 TWD x,健康保健,保健食品,2
商品總金額 10013 TWD x,嬰幼童與母親,童裝,2
商品總金額 10009 TWD x,其他大類,其他,2
商品總金額 10006 TWD x,其他大類,其他,2
2025/08/14 八斗子站到深澳站 11:00 發車 125 元 x,服務、票券,門票,2
2025/08/14 八斗子站到深澳站 20:00 發車 125 元 x,服務、票券,門票,2
2025/08/14 深澳站到八斗子站 18:30 發車 125 元 x,服務、票券,門票,2
2025/08/15 125 元 x,服務、票券,門票,2
2025/08/15 八斗子站到深澳站 11:00 發車 125 元 x,服務、票券,門票,2
2025/08/14 八斗子站到深澳站 18:00 發車 125 元 x,服務、票券,門票,2
2025/08/14 深澳站到八斗子站 16:30 發車 125 元 x,服務、票券,門票,2
2025/08/14 八斗子站到深澳站 16:00 發車 125 元 x,服務、票券,門票,2
2025/08/14 八斗子站到深澳站 14:00 發車 125 元 x,服務、票券,門票,2
2025/08/15 深澳站到八斗子站 14:30 發車 125 元 x,服務、票券,門票,2
2025/08/15 深澳站到八斗子站 13:30 發車 125 元 x,服務、票券,門票,2
2025/08/15 深澳站到八斗子站 11:30 發車 125 元 x,服務、票券,門票,2
2025/08/15 深澳站到八斗子站 17:30 發車 150 元 x,服務、票券,門票,2
商品編號SSL101,美妝保養,化妝品,2
商品編號B101,美妝保養,化妝品,2
商品編號A101,其他大類,其他,2
商品編號 G25110305275,3C與筆電,電腦零組件,2
商品編號 G25110305266,3C與筆電,電腦零組件,2
商品編號 G25110305264,3C與筆電,電腦零組件,2
商品編號 G25110305260,3C與筆電,電腦零組件,2
商品編號 G25110305256,3C與筆電,電腦零組件,2
商品編號 G25110305249,3C與筆電,電腦零組件,2
商品編號 G25110305247,3C與筆電,電腦零組件,2
商品編號 G25110305245,3C與筆電,電腦零組件,2
商品編號 G25110305244,3C與筆電,電腦零組件,2
商品編號 G25110305243,3C與筆電,電腦零組件,2
商品編號 G25110305239,3C與筆電,電腦零組件,2
商品編號 E2511032831,3C與筆電,電腦零組件,2
商品編號 E23092100009,美妝保養,化妝品,2
商品編號 E2305080551,美妝保養,化妝品,2
商品編號 C25110301460,服務、票券,課程,2
商品編號 C25110301458,服務、票券,課程,2
商品編號 C25110301456,服務、票券,課程,2
商品編號 C25110301455,服務、票券,課程,2
商品編號,汽機車零件百貨,輪胎,2
2025/08/16 八斗子站到深澳站 11:00 發車 150 元 x,服務、票券,門票,2
2025/08/16 八斗子站到深澳站 10:00 發車 150 元 x,服務、票券,門票,2
2025/08/15 深澳站到八斗子站 19:30 發車 125 元 x,服務、票券,門票,2
2025/08/15 八斗子站到深澳站 19:00 發車 125 元 x,服務、票券,門票,2
2025/08/15 八斗子站到深澳站 18:00 發車 125 元 x,服務、票券,門票,2
商品支付 968 TWD,汽機車零件百貨,輪胎,2
商品支付 909 TWD,汽機車零件百貨,輪胎,2
商品支付 859 TWD,汽機車零件百貨,輪胎,2
商品支付 825 TWD,汽機車零件百貨,輪胎,2
GODOX ML60II Bi Kit 外拍控光套組 （可調色溫）COB大功率LED攝錄影燈（神牛卡口）【公司貨】❖,金融服務,其他金融服務,2
商品支付 772 TWD,汽機車零件百貨,輪胎,2
商品支付 554 TWD,汽機車零件百貨,輪胎,2
2025/08/16 深澳站到八斗子站 16:30 發車 125 元 x,服務、票券,門票,2
商品支付 5040 TWD,汽機車零件百貨,輪胎,2
商品支付 4989 TWD,汽機車零件百貨,輪胎,2
商品支付 4639 TWD,汽機車零件百貨,輪胎,2
商品支付 4239 TWD,汽機車零件百貨,輪胎,2
商品支付 4145 TWD,汽機車零件百貨,輪胎,2
GODOX【AD100Pro】微型外拍棚燈 閃光燈 無線TTL控制 圓形燈頭磁吸設計【公司貨】,居家生活,浴室,2
商品支付 3919 TWD,汽機車零件百貨,輪胎,2
商品支付 3856 TWD,汽機車零件百貨,輪胎,2
商品支付 3780 TWD,汽機車零件百貨,輪胎,2
商品支付 3734 TWD,汽機車零件百貨,輪胎,2
商品支付 3579 TWD,汽機車零件百貨,輪胎,2
商品支付 3519 TWD,汽機車零件百貨,輪胎,2
商品支付 3478 TWD,汽機車零件百貨,輪胎,2
商品支付 3416 TWD,汽機車零件百貨,輪胎,2
商品支付 3278 TWD,汽機車零件百貨,輪胎,2
商品支付 3277 TWD,汽機車零件百貨,輪胎,2
商品支付 3192 TWD,汽機車零件百貨,輪胎,2
商品支付 3168 TWD,汽機車零件百貨,輪胎,2
商品支付 3146 TWD,汽機車零件百貨,輪胎,2
2025/08/16 深澳站到八斗子站 10:30 發車 150 元 x,服務、票券,門票,2
商品支付 3124 TWD,汽機車零件百貨,輪胎,2
商品支付 3087 TWD,汽機車零件百貨,輪胎,2
商品支付 3084 TWD,汽機車零件百貨,輪胎,2
商品支付 3078 TWD,汽機車零件百貨,輪胎,2
商品支付 3016 TWD,汽機車零件百貨,輪胎,2
商品支付 2996 TWD,汽機車零件百貨,輪胎,2
商品支付 2919 TWD,汽機車零件百貨,輪胎,2
商品支付 2747 TWD,汽機車零件百貨,輪胎,2
商品支付 2697 TWD,汽機車零件百貨,輪胎,2
商品支付 2596 TWD,汽機車零件百貨,輪胎,2
商品支付 2436 TWD,汽機車零件百貨,輪胎,2
商品支付 2279 TWD,汽機車零件百貨,輪胎,2
商品支付 2200 TWD,汽機車零件百貨,輪胎,2
商品支付 2122 TWD,汽機車零件百貨,輪胎,2
商品支付 2048 TWD,汽機車零件百貨,輪胎,2
2025/08/16 深澳站到八斗子站 19:30 發車 125 元 x,服務、票券,門票,2
GODOX【DP600III-V】600Ws 三代高速回電攝影棚燈(1/64-1/1) 【公司貨】,相機、攝影與周邊,其他攝影服務,2
商品支付 2038 TWD,汽機車零件百貨,輪胎,2
商品支付 1997 TWD,汽機車零件百貨,輪胎,2
商品支付 1899 TWD,汽機車零件百貨,輪胎,2
商品支付 1891 TWD,汽機車零件百貨,輪胎,2
商品支付 1766 TWD,汽機車零件百貨,輪胎,2
商品支付 1723 TWD,汽機車零件百貨,輪胎,2
商品支付 16800 TWD,汽機車零件百貨,輪胎,2
商品支付 1600 TWD,汽機車零件百貨,輪胎,2
商品支付 1533 TWD,汽機車零件百貨,輪胎,2
2025/08/17 八斗子站到深澳站 12:00 發車 150 元 x,服務、票券,門票,2
2025/08/17 八斗子站到深澳站 11:00 發車 150 元 x,服務、票券,門票,2
GODOX【LEDM150】手機用LED補光燈 內建鋰電池 高亮度好攜帶【公司貨】,手機平板與周邊,手機周邊配件,2
商品支付 1346 TWD,汽機車零件百貨,輪胎,2
商品支付 11 TWD,汽機車零件百貨,輪胎,2
2025/08/17 八斗子站到深澳站 18:00 發車 150 元 x,服務、票券,門票,2
商品支付 1098 TWD,汽機車零件百貨,輪胎,2
商品支付 1024 TWD,汽機車零件百貨,輪胎,2
商品已簽收,汽機車零件百貨,輪胎,2
商品名稱測試,服飾,其他服飾,2
商品名稱,服飾,其他服飾,2
"商品名稱:【March 30th, 2023 - WEBSITE SALES】BIG AROMATIC BULLET ARROW TAIL BAIL PENDANT 尺寸:PRE-ORDER Arrive in May 數量:1",其他大類,其他,2
商品價格,汽機車零件百貨,輪胎,2
商品代購分期,其他大類,其他,2
2025/08/17 深澳站到八斗子站 19:30 發車 125 元 x,服務、票券,門票,2
2025/08/17 八斗子站到深澳站 19:00 發車 125 元 x,服務、票券,門票,2
2025/08/17 深澳站到八斗子站 18:30 發車 125 元 x,服務、票券,門票,2
2025/08/17 八斗子站到深澳站 16:00 發車 125 元 x,服務、票券,門票,2
2025/08/17 深澳站到八斗子站 16:30 發車 125 元 x,服務、票券,門票,2
2025/08/18 八斗子站到深澳站 12:00 發車 150 元 x,服務、票券,門票,2
GODOX【ML-CS30】球形燈籠柔光罩（神牛卡口）【公司貨】❖,居家生活,浴室,2
2025/08/18 八斗子站到深澳站 18:00 發車 125 元 x,服務、票券,門票,2
2025/08/18 深澳站到八斗子站 17:30 發車 125 元 x,服務、票券,門票,2
2025/08/19 八斗子站到深澳站 13:00 發車 150 元 x,服務、票券,門票,2
2025/08/19 八斗子站到深澳站 12:00 發車 150 元 x,服務、票券,門票,2
2025/08/18 深澳站到八斗子站 19:30 發車 125 元 x,服務、票券,門票,2
2025/08/18 八斗子站到深澳站 19:00 發車 125 元 x,服務、票券,門票,2
2025/08/18 深澳站到八斗子站 18:30 發車 125 元 x,服務、票券,門票,2
2025/08/18 八斗子站到深澳站 15:00 發車 125 元 x,服務、票券,門票,2
GODOX【S85T】〔快收式〕快裝淺口圓形柔光箱 保榮（Bowens）【公司貨】,服飾,其他服飾,2
2025/08/19 深澳站到八斗子站 10:30 發車 125 元 x,服務、票券,門票,2
2025/08/19 八斗子站到深澳站 10:00 發車 125 元 x,服務、票券,門票,2
2025/08/19 八斗子站到深澳站 14:00 發車 150 元 x,服務、票券,門票,2
2025/08/19 深澳站到八斗子站 15:30 發車 125 元 x,服務、票券,門票,2
2025/08/19 八斗子站到深澳站 15:00 發車 125 元 x,服務、票券,門票,2
2025/08/19 八斗子站到深澳站 12:00 發車 125 元 x,服務、票券,門票,2
2025/08/19 深澳站到八斗子站 13:30 發車 150 元 x,服務、票券,門票,2
2025/08/19 深澳站到八斗子站 12:30 發車 125 元 x,服務、票券,門票,2
GODOX【SL60II Bi｜X2雙燈套裝組│可調色溫】COB高亮度LED補光燈 75W大功率【公司貨】,居家生活,燈具,2
2025/08/20 八斗子站到深澳站 15:00 發車 125 元 x,服務、票券,門票,2
2025/08/20 深澳站到八斗子站 14:30 發車 125 元 x,服務、票券,門票,2
2025/08/20 八斗子站到深澳站 10:00 發車 150 元 x,服務、票券,門票,2
2025/08/19 深澳站到八斗子站 18:30 發車 125 元 x,服務、票券,門票,2
2025/08/19 八斗子站到深澳站 17:00 發車 125 元 x,服務、票券,門票,2
2025/08/20 深澳站到八斗子站 10:30 發車 150 元 x,服務、票券,門票,2
GODOX【V1Pro】TTL鋰電圓頭機頂閃光燈【公司貨】 - V1ProS,居家生活,浴室,2
2025/08/21 八斗子站到深澳站 15:00 發車 150 元 x,服務、票券,門票,2
2025/08/21 深澳站到八斗子站 11:30 發車 125 元 x,服務、票券,門票,2
2025/08/21 八斗子站到深澳站 11:00 發車 125 元 x,服務、票券,門票,2
GODSON高森機能好感衣著商城商品一批,其他大類,其他,2
"GODOX【iT30Pro】TTL 機頂閃光燈 GN15【公司貨】 - 黑色, S（for SONY Mi）",居家生活,浴室,2
GODOX【VSA-19K／26K／36K】Spotlight 聚光筒套組｜LED持續燈用 保榮（Bowens）【公司貨】 - VSA-26K／配26°鏡頭,居家生活,燈具,2
GOGH MOC WATER-RESISTANT PERF BACK-STRAP SANDALS透氣潛水布後帶涼鞋-黑色/霓虹橙,鞋類,休閒鞋,2
GOGH MOC MENS WATER-RESISTANT PERF NEOPRENE SLIDES透氣潛水布雙帶涼鞋(男)-黑色/霓虹橙,鞋類,休閒鞋,2
GOGH MOC MENS WATER-RESISTANT PERF NEOPRENE SLIDES透氣潛水布雙帶涼鞋(男)-午夜藍/大溪地藍,鞋類,休閒鞋,2
GOGH MOC MENS BUCKLE LEATHER SLIDES扣環裝飾皮革雙帶涼鞋(男)-巧克力棕,鞋類,休閒鞋,2
2025/08/21 深澳站到八斗子站 17:30 發車 125 元 x,服務、票券,門票,2
2025/08/21 八斗子站到深澳站 15:00 發車 125 元 x,服務、票券,門票,2
2025/08/21 深澳站到八斗子站 16:30 發車 125 元 x,服務、票券,門票,2
2025/08/21 八斗子站到深澳站 16:00 發車 125 元 x,服務、票券,門票,2
2025/08/21 深澳站到八斗子站 15:30 發車 150 元 x,服務、票券,門票,2
2025/08/21 深澳站到八斗子站 15:30 發車 125 元 x,服務、票券,門票,2
2025/08/21 八斗子站到深澳站 14:00 發車 125 元 x,服務、票券,門票,2
Molle擴充面板(GOGOBAG專用),手機平板與周邊,平板周邊,2
2025/08/22 八斗子站到深澳站 14:00 發車 150 元 x,服務、票券,門票,2
2025/08/22 八斗子站到深澳站 12:00 發車 125 元 x,服務、票券,門票,2
2025/08/22 八斗子站到深澳站 11:00 發車 150 元 x,服務、票券,門票,2
2025/08/22 八斗子站到深澳站 10:00 發車 125 元 x,服務、票券,門票,2
2025/08/22 八斗子站到深澳站 19:00 發車 150 元 x,服務、票券,門票,2
2025/08/22 八斗子站到深澳站 19:00 發車 125 元 x,服務、票券,門票,2
2025/08/22 深澳站到八斗子站 18:30 發車 125 元 x,服務、票券,門票,2
2025/08/22 八斗子站到深澳站 17:00 發車 150 元 x,服務、票券,門票,2
2025/08/22 深澳站到八斗子站 12:30 發車 125 元 x,服務、票券,門票,2
2025/08/22 深澳站到八斗子站 11:30 發車 125 元 x,服務、票券,門票,2
2025/08/22 深澳站到八斗子站 10:30 發車 150 元 x,服務、票券,門票,2
2025/08/22 深澳站到八斗子站 16:30 發車 150 元 x,服務、票券,門票,2
2025/08/22 深澳站到八斗子站 19:30 發車 125 元 x,服務、票券,門票,2
2025/08/22 八斗子站到深澳站 18:00 發車 125 元 x,服務、票券,門票,2
2025/08/23 八斗子站到深澳站 13:00 發車 150 元 x,服務、票券,門票,2
2025/08/23 八斗子站到深澳站 13:00 發車 125 元 x,服務、票券,門票,2
2025/08/23 深澳站到八斗子站 10:30 發車 125 元 x,服務、票券,門票,2
2025/08/23 八斗子站到深澳站 12:00 發車 150 元 x,服務、票券,門票,2
2025/08/23 八斗子站到深澳站 17:00 發車 150 元 x,服務、票券,門票,2
2025/08/23 深澳站到八斗子站 11:30 發車 125 元 x,服務、票券,門票,2
2025/08/23 八斗子站到深澳站 10:00 發車 125 元 x,服務、票券,門票,2
2025/08/23 深澳站到八斗子站 16:30 發車 150 元 x,服務、票券,門票,2
2025/08/23 八斗子站到深澳站 14:00 發車 125 元 x,服務、票券,門票,2
2025/08/24 八斗子站到深澳站 12:00 發車 125 元 x,服務、票券,門票,2
2025/08/24 深澳站到八斗子站 12:30 發車 125 元 x,服務、票券,門票,2
2025/08/24 深澳站到八斗子站 11:30 發車 125 元 x,服務、票券,門票,2
2025/08/24 八斗子站到深澳站 17:00 發車 125 元 x,服務、票券,門票,2
2025/08/24 八斗子站到深澳站 16:00 發車 150 元 x,服務、票券,門票,2
2025/08/24 八斗子站到深澳站 15:00 發車 150 元 x,服務、票券,門票,2
2025/08/24 深澳站到八斗子站 14:30 發車 125 元 x,服務、票券,門票,2
2025/08/24 八斗子站到深澳站 14:00 發車 125 元 x,服務、票券,門票,2
2025/08/24 深澳站到八斗子站 12:30 發車 150 元 x,服務、票券,門票,2
GOLD SUITE亮白淨化去角質乳香噴噴組 (去角質乳x6+香水x1) 1380NTD x1#,美妝保養,化妝品,2
GOLD SUITE 超亮顏活膚珍珠膏超值組 (5入組) 1680.00000NTD x1#,相機、攝影與周邊,監視設備,2
2025/08/24 深澳站到八斗子站 20:30 發車 125 元 x,服務、票券,門票,2
2025/08/24 八斗子站到深澳站 19:00 發車 125 元 x,服務、票券,門票,2
2025/08/24 深澳站到八斗子站 19:30 發車 125 元 x,服務、票券,門票,2
2025/08/24 八斗子站到深澳站 18:00 發車 125 元 x,服務、票券,門票,2
2025/08/25 八斗子站到深澳站 15:00 發車 150 元 x,服務、票券,門票,2
2025/08/25 八斗子站到深澳站 13:00 發車 150 元 x,服務、票券,門票,2
GOLD SUITE再生極光精粹乳 (精粹乳X5+多功能後背包X1) 1680NTD x1#,相機、攝影與周邊,監視設備,2
2025/08/25 八斗子站到深澳站 12:00 發車 125 元 x,服務、票券,門票,2
2025/08/25 深澳站到八斗子站 14:30 發車 125 元 x,服務、票券,門票,2
2025/08/25 深澳站到八斗子站 13:30 發車 125 元 x,服務、票券,門票,2
2025/08/25 八斗子站到深澳站 13:00 發車 125 元 x,服務、票券,門票,2
2025/08/25 深澳站到八斗子站 18:30 發車 125 元 x,服務、票券,門票,2
