ItemName,original_type,original_subtype,frequency
線上付款 1490 新台幣 x,郵購與傳銷,其他傳銷事業,4
【無加糖】薌園糙米果-菠菜,食品,蔬果,4
【無加糖】蘋果甜-冷凍乾燥蘋果凍乾 - 1入,食品,零食,4
商品金額 3800 元 x,其他大類,其他,4
【ROYALCANIN皇家】愛貓處方-RF23腎臟病系列,寵物,寵物營養保健品,4
平織長褲 620 元 x,服飾,長褲,4
Hoppetta購物 2388 元,其他大類,其他,4
商品金額 4900 元 x,服務、票券,餐券,4
商品金額 495 元 x,其他大類,其他,4
五入組 MHO耶誕馬卡龍禮盒 MHO馬卡龍五入組12181223出貨,食品,甜點,4
商品金額 717 元 x,其他大類,其他,4
線上付款 1160 新台幣 x,郵購與傳銷,其他傳銷事業,4
線上付款 127 新台幣 x,郵購與傳銷,其他傳銷事業,4
線上付款 1290 新台幣 x,郵購與傳銷,其他傳銷事業,4
3Q溱品手機配件商城商品一批,其他大類,其他,4
五人以上訂位(如需包場請來電04-24361188預訂),服務、票券,生活服務,4
五人份豪華型熱旋風洗碗機 JR-5B6201,家電影音,大型家電,4
【5人洗碗機】專用洗滌組1組(洗碗[粉500g+軟化鹽800g),家電影音,大型家電,4
113-1 0-3 客家輕木工應用(優先續報-個報專屬) 2000 元 x,服務、票券,課程,4
平腹小蜂卵片2024年開始出貨 平腹小蜂500顆卵盒4片,食品,海鮮,4
607線上課程平台（6個月方案｜ 6-month plan）,服務、票券,禮券,4
黃金能量噴霧(一入) - 三支,美妝保養,香水,4
商品金額 9600 元 x,金融服務,跨境服務,4
互動式課程-觀點講座,服務、票券,課程,4
5：3/27從細胞看樹木醫療的技術-3/27(一)_一般民眾,服務、票券,課程,4
互動式課程-觀點講座：發酵運用在樹木栽培的探討－茶發酵、酒醋發酵、堆肥發酵大不同。-3/1(五)_一般民眾,服務、票券,課程,4
Honnef Low / 真皮 / 茶色 X,鞋類,鞋材用品,4
Honnef high / 牛巴戈 / 黑色 X,鞋類,運動鞋,4
黃金神威31完,書籍及雜誌期刊,漫畫,4
黃金神威30,書籍及雜誌期刊,漫畫,4
黃金神威29,書籍及雜誌期刊,漫畫,4
黃金神威28,書籍及雜誌期刊,漫畫,4
黃金神威27,書籍及雜誌期刊,漫畫,4
黃金神威26,書籍及雜誌期刊,漫畫,4
黃金神威25,書籍及雜誌期刊,漫畫,4
黃金神威24,書籍及雜誌期刊,漫畫,4
黃金神威23,書籍及雜誌期刊,漫畫,4
黃金神威22,書籍及雜誌期刊,漫畫,4
黃金神威21,書籍及雜誌期刊,漫畫,4
黃金神威20,書籍及雜誌期刊,漫畫,4
黃金神威19,書籍及雜誌期刊,漫畫,4
黃金神威18,書籍及雜誌期刊,漫畫,4
黃金神威17,書籍及雜誌期刊,漫畫,4
黃金神威16,書籍及雜誌期刊,漫畫,4
黃金神威15,書籍及雜誌期刊,漫畫,4
黃金神威14,書籍及雜誌期刊,漫畫,4
黃金神威13,書籍及雜誌期刊,漫畫,4
黃金神威12,書籍及雜誌期刊,漫畫,4
黃金神威11,書籍及雜誌期刊,漫畫,4
黃金神威10,書籍及雜誌期刊,漫畫,4
黃金神威09,書籍及雜誌期刊,漫畫,4
黃金神威08,書籍及雜誌期刊,漫畫,4
黃金神威07,書籍及雜誌期刊,漫畫,4
黃金神威06,書籍及雜誌期刊,漫畫,4
黃金神威05,書籍及雜誌期刊,漫畫,4
黃金神威04,書籍及雜誌期刊,漫畫,4
黃金神威03,書籍及雜誌期刊,漫畫,4
黃金神威02,書籍及雜誌期刊,漫畫,4
黃金神威01,書籍及雜誌期刊,漫畫,4
黃金神威31完,書籍及雜誌期刊,男同書籍,4
