ItemName,original_type,original_subtype,frequency
"180完美長腿牛仔褲 - L, 深藍",服飾,丹寧牛仔,6
兒童涼感冰冰被(100X120公分)-森林寶貝-森林寶貝,嬰幼童與母親,兒童玩具,6
"""超限量""宇宙大禮盒(帽踢+短踢+熱炒杯*1+紙麻將)",服飾,其他服飾,6
"180完美長腿牛仔褲 - S, 淺藍",服飾,丹寧牛仔,6
Niceday 玩體驗 6750 元 x,其他大類,其他,6
10/05-10/06【雲林】失智症照顧服務20小時訓練課程,服務、票券,課程,6
NETFLIX共享高級方案三個月270元,服務、票券,生活服務,6
【蕾蕾獨家推薦】美波女神1+1加強保養組（30入 / 盒，原味 / 莓果）（女神養FU粉（莓果）30入/盒 x1盒＋巨峰波波粉 30入/盒 x1盒） 2990 元 x,郵購與傳銷,其他傳銷事業,6
【蕾可 Reiko團購限定】節活關鍵膝蓋滋養霜 1+1組(日本原裝進口),美妝保養,化妝品,6
公司中英文連續簽名章 550 TWD x,居家生活,文具,6
（Ｆ）【福利品】AQUOS XLED 4K顯示器4T-C65FV1X-F 51681 新台幣 x,家電影音,大型家電,6
（Ｆ）【年終感謝祭福利品】夏普自動除菌離子產生器 IG-EX20T-W-F 1490 新台幣 x,家電影音,大型家電,6
（Ｆ）【夏普SHARP】奈米蛾眼科技防護面罩FG-800 1100 新台幣 x,家電影音,家電美容,6
奧托機工-OTTOINDUSTRIES-商城商品一批,其他大類,其他,6
鴻仁豪麗通魚油（德國原料）30粒／盒,健康保健,保健食品,6
弱勢學生生活扶養 2000 元 x,教育與社會服務,公益捐款,6
寶寶南瓜吐司 (無調味)-單包（10片入/單片包裝）,嬰幼童與母親,嬰幼兒裝,6
1218 四傍晚 1830 1930 中山國中 唯一出口 蜜紅茶草莓烤乳酪塔 6吋,食品,甜點,6
7.健康循環組,家電影音,健康家電,6
(必買划算組)古法甕釀酸白菜4包+日光果乾2包,食品,蔬果,6
(必開團)0125早棚 ~ BOSS Cosplayer ~ 主人限定 ~ $990/8人,服務、票券,課程,6
紫微詳批流年綜合運,服務、票券,生活服務,6
飾品與定製服務 1450 新台幣 x,服飾,內睡衣,6
奧古心易占卜｜曖昧・暗戀・喜歡 ｜持續回覆問到飽 戀愛愛情占卜 他的感覺？ 我們適合嗎？ 該怎麼做？／完整五題，另加額外問題2題，全面解析急件（馬上算，最久90分鐘） 1620 元 x,書籍及雜誌期刊,商業理財書籍,6
飾品與定製服務 14400 新台幣 x,服飾,內睡衣,6
預購 MK PRATT 防刮皮福袋包 黑,包包/配件/精品,手提包,6
高效存股陪跑實戰營,服務、票券,禮券,6
【團購】臭味滾極細豆腐貓砂(原味)1.5mm 7L【贈沛點炭】-6包,寵物,寵物用品,6
(必開團)0129早外 ~ 熊醬 ~ 初戀篇章 ~ $775/7人,服務、票券,課程,6
【歐邁福】歐邁福22綜合捲心穀物棒 600gX3包/組 499 元 x,食品,零食,6
【歐特】滿分優果有機櫻桃乾,食品,零食,6
【預購】神隱 錢婆婆家的茶話會 宮崎駿吉卜力神隱少女美食系列,娛樂、收藏,公仔,6
【預購】神隱 坊寶寶的雲端浮旅 宮崎駿吉卜力神隱少女千與千尋遇見系列,食品,酒類,6
48 二傍晚小流浪下午 1830 1930 小南門 2號出口 人氣再販原本沒有要賣的開心果塔 6吋,食品,甜點,6
ChuME Bear - Proudy 耳環 金 x,包包/配件/精品,飾品,6
【歐特】滿分優果-有機全果蔓越莓乾100g/包,食品,生鮮食品,6
【預購】米家電動沖牙器 沖牙機 洗牙器,居家生活,居家香氛,6
線上繳款 捐款支持台權會,教育與社會服務,公益捐款,6
112.113年度常年會費,金融服務,其他金融服務,6
（預購）🎀D 絕美精緻蕾絲背心（淡粉）(S/M)-M,服飾,洋裝,6
公事旅行-黑-滌綸後背包 男包,戶外/旅行,旅行包款,6
線上繳款 支持伴侶盟 成為改變社會的力量 成為認養人,教育與社會服務,公益捐款,6
紫愛咪咪系列-鑄造鍋具3件組(不挑爐具，瓦斯爐電磁爐可用)送矽銀鍋鏟/湯勺/漏勺/防燙夾/聯名款專屬杯袋*1(顏色隨機),家電影音,廚房家電,6
【尼克專屬】KAMOME FKLU-303D 靜柔自然電風扇 5990 元 x,家電影音,生活家電,6
