ItemName,original_type,original_subtype,frequency
【預購】Bard 瑪埃爾 光與影33號遠征隊,食品,酒類,2
【預購】BW 金木研 CCG最強戰力 黑色死神 東京喰種,娛樂、收藏,收藏,2
【預購】BW 1/6 金木研 椅子 東京喰種,娛樂、收藏,模型,2
【預購】BW 1/6 乙骨憂太 & 祈本里香 咒術迴戰劇場版0,娛樂、收藏,公仔,2
【預購】BT 巴索羅繆·大熊 坐姿七武海第四彈,娛樂、收藏,公仔,2
【預購】BOOX Go Color 7 象牙白，含磁吸式皮套(新品約8.27到貨) 8880 TWD x,手機平板與周邊,平板周邊,2
【預購】BLITZWAY 原子小金剛 Space Astro Boy,娛樂、收藏,玩具,2
【預購】BK + LK 兵長 利威爾·阿克曼 進擊的巨人,食品,酒類,2
【預購】BC 1/7 塞露貝利亞·布蕾斯 戰場女武神,娛樂、收藏,公仔,2
【預購】BBSD 守護者 可魯貝洛斯 魔卡少女櫻 庫洛魔法使,食品,酒類,2
【預購】BBF WCF 閻魔索隆 航海王和之國鬼島決戰 (三版本),娛樂、收藏,公仔,2
【預購】BBF WCF 山治 香吉士 航海王和之國鬼島決戰 (雙版本),娛樂、收藏,公仔,2
【預購】BBF WCF 流櫻魯夫 海賊王和之國兔碗,娛樂、收藏,公仔,2
【預購】BBF WCF 太陽神 尼卡魯夫 奔月(雙版本) 航海王,娛樂、收藏,公仔,2
【預購】BB Girl 1/6 瑪奇瑪 支配之魔 鏈鋸人 (多版本),鞋類,運動鞋,2
【預購】B&O Beoplay H95 配件-耳罩,服飾,其他服飾,2
【預購】B&O Beoplay Eleven,手機平板與周邊,手機周邊配件,2
【預購】Avid MBOX Studio 21X22 USB錄音介面,手機平板與周邊,耳機,2
【預購】Aurora 1/8 小天使奇犽 HUNTER X HUNTER全職獵人 小天使系列,運動/健身,運動鞋款,2
【預購】AstralSpirit星靈 1/6 小蓮 羽川蓮實 碧藍檔案 (雙版本),鞋類,運動鞋,2
4F 自由区,其他大類,其他,2
【預購】Alice21 1/6 晨輝神約·瑪麗 碧藍檔案 BA純白誓約系列 純白誓約第5+9彈,食品,酒類,2
【預購】Alice21 + icepuli 1/6 星夜聖約·未花 聖園彌香 聖園未花 碧藍檔案BA純白誓約第4彈,食品,酒類,2
【預購】Akatsuki 1/6 漩渦鳴人 木葉英雄 火影忍者曉共鳴系列NO.8 (雙版本),娛樂、收藏,收藏,2
【預購】Akatsuki 1/6 宇智波佐助 鷹小隊 鷹佐 火影忍者曉共鳴系列,娛樂、收藏,模型,2
【預購】Aetheria 1/7 坐姿娜美 航海王七武海,食品,酒類,2
